centreID,staffID,assignmentDate,workingHour,dutyRole
C21883,N22747,18/06/2018,afternoon shift(1300-2100),vaccinator
C80674,N40139,27/03/2021,night shift(2100-0500),examiner
C73062,D84018,16/11/2019,morning shift(0500-1300),coordinator
C38789,D58235,25/10/2020,night shift(2100-0500),condition monitoring
C34151,N03832,28/10/2019,night shift(2100-0500),care taker
C89400,N45124,24/01/2020,night shift(2100-0500),tester
C97873,N59452,07/02/2019,night shift(2100-0500),tester
C55995,N31543,09/04/2020,night shift(2100-0500),vaccinator
C16057,D54201,16/10/2019,morning shift(0500-1300),coordinator
C30323,N66671,16/11/2019,morning shift(0500-1300),examiner
C90794,N79827,30/06/2019,afternoon shift(1300-2100),tester
C33463,D17111,21/09/2020,morning shift(0500-1300),condition monitoring
C00960,N62560,05/12/2019,morning shift(0500-1300),vaccinator
C65811,N14503,15/04/2021,afternoon shift(1300-2100),vaccinator
C96657,N88604,07/04/2019,morning shift(0500-1300),care taker
C57533,D17223,12/07/2018,afternoon shift(1300-2100),coordinator
C73148,D54047,24/07/2021,afternoon shift(1300-2100),condition monitoring
C77741,D53516,24/10/2018,night shift(2100-0500),coordinator
C63521,D41158,08/03/2020,night shift(2100-0500),condition monitoring
C75072,D09619,07/10/2020,afternoon shift(1300-2100),condition monitoring
C44256,N38785,19/10/2020,morning shift(0500-1300),tester
C28348,N00924,18/12/2018,afternoon shift(1300-2100),examiner
C94724,N14505,25/10/2020,morning shift(0500-1300),tester
C94075,N14895,21/05/2021,night shift(2100-0500),examiner
C95781,D55646,21/08/2019,afternoon shift(1300-2100),condition monitoring
C08426,D54273,06/04/2021,night shift(2100-0500),condition monitoring
C62299,N31106,09/08/2018,morning shift(0500-1300),vaccinator
C34648,N20106,20/09/2020,morning shift(0500-1300),care taker
C32447,D18217,22/10/2018,morning shift(0500-1300),condition monitoring
C43228,D21996,15/02/2019,morning shift(0500-1300),condition monitoring
C80123,N35860,22/07/2021,morning shift(0500-1300),tester
C27022,D61365,02/12/2020,night shift(2100-0500),coordinator
C17418,N93271,27/10/2019,afternoon shift(1300-2100),examiner
C37581,N70441,18/06/2018,morning shift(0500-1300),tester
C33733,D07455,02/08/2018,afternoon shift(1300-2100),coordinator
C09157,N11288,25/12/2019,afternoon shift(1300-2100),vaccinator
C07739,D78337,14/07/2020,morning shift(0500-1300),condition monitoring
C19149,D89875,23/02/2021,night shift(2100-0500),condition monitoring
C34341,N41737,27/10/2019,afternoon shift(1300-2100),tester
C38573,N59205,11/03/2020,morning shift(0500-1300),examiner
C21883,D98088,17/09/2018,afternoon shift(1300-2100),condition monitoring
C80674,D12683,28/06/2021,morning shift(0500-1300),coordinator
C73062,D49073,30/01/2021,morning shift(0500-1300),condition monitoring
C38789,D12384,22/05/2019,night shift(2100-0500),condition monitoring
C34151,N54816,20/12/2018,night shift(2100-0500),vaccinator
C89400,D44631,08/02/2019,afternoon shift(1300-2100),condition monitoring
C97873,N25030,30/08/2019,night shift(2100-0500),tester
C55995,N03556,20/12/2019,night shift(2100-0500),tester
C16057,D38353,14/11/2018,afternoon shift(1300-2100),coordinator
C30323,N95598,17/11/2020,night shift(2100-0500),vaccinator
C90794,D74633,21/12/2018,afternoon shift(1300-2100),condition monitoring
C33463,N61119,12/05/2021,morning shift(0500-1300),care taker
C00960,N21304,04/01/2020,night shift(2100-0500),tester
C65811,D70807,19/07/2018,morning shift(0500-1300),condition monitoring
C96657,D11221,30/03/2020,night shift(2100-0500),coordinator
C57533,N64762,04/02/2021,morning shift(0500-1300),examiner
C73148,D65453,22/06/2018,morning shift(0500-1300),condition monitoring
C77741,D79507,17/06/2021,night shift(2100-0500),condition monitoring
C63521,N07361,21/11/2018,night shift(2100-0500),care taker
C75072,N74997,09/01/2019,night shift(2100-0500),tester
C44256,D99533,24/04/2021,afternoon shift(1300-2100),coordinator
C28348,D85015,10/12/2019,afternoon shift(1300-2100),condition monitoring
C94724,N58983,18/04/2021,night shift(2100-0500),care taker
C94075,N35318,17/06/2021,afternoon shift(1300-2100),tester
C95781,D93212,20/01/2019,morning shift(0500-1300),coordinator
C08426,N71324,17/11/2020,morning shift(0500-1300),examiner
C62299,D95636,12/11/2020,morning shift(0500-1300),coordinator
C34648,D20272,25/11/2020,morning shift(0500-1300),coordinator
C32447,D27824,11/11/2018,afternoon shift(1300-2100),condition monitoring
C43228,D13943,03/05/2020,morning shift(0500-1300),coordinator
C80123,D02424,28/10/2020,night shift(2100-0500),coordinator
C27022,D60402,18/03/2021,morning shift(0500-1300),condition monitoring
C17418,D97629,23/09/2018,afternoon shift(1300-2100),coordinator
C37581,D24161,17/02/2019,morning shift(0500-1300),coordinator
C33733,N02909,26/01/2021,night shift(2100-0500),examiner
C09157,D57882,05/01/2020,morning shift(0500-1300),condition monitoring
C07739,D51999,29/07/2021,night shift(2100-0500),condition monitoring
C19149,D84271,02/04/2020,night shift(2100-0500),coordinator
C34341,N37364,30/12/2020,morning shift(0500-1300),tester
C38573,D80716,07/07/2018,afternoon shift(1300-2100),coordinator
C21883,N86731,25/06/2021,night shift(2100-0500),care taker
C80674,N68288,01/01/2021,night shift(2100-0500),tester
C73062,D11335,11/12/2018,night shift(2100-0500),condition monitoring
C38789,N04566,02/09/2018,morning shift(0500-1300),care taker
C34151,N49011,28/06/2019,night shift(2100-0500),examiner
C89400,D76134,29/07/2021,afternoon shift(1300-2100),condition monitoring
C97873,D58899,28/11/2019,morning shift(0500-1300),condition monitoring
C55995,N86040,25/06/2021,afternoon shift(1300-2100),care taker
C16057,N88705,15/10/2019,night shift(2100-0500),tester
C30323,D68977,10/07/2019,night shift(2100-0500),coordinator
C90794,N10389,27/04/2020,morning shift(0500-1300),tester
C33463,N42999,05/12/2020,afternoon shift(1300-2100),vaccinator
C00960,N63417,14/02/2019,morning shift(0500-1300),tester
C65811,D38329,04/09/2018,morning shift(0500-1300),condition monitoring
C96657,N11923,25/08/2018,afternoon shift(1300-2100),vaccinator
C57533,D88935,11/09/2019,afternoon shift(1300-2100),condition monitoring
C73148,D63019,27/03/2019,night shift(2100-0500),condition monitoring
C77741,N10737,12/12/2019,afternoon shift(1300-2100),tester
C63521,N52243,17/06/2018,afternoon shift(1300-2100),tester
C75072,N37562,11/09/2019,night shift(2100-0500),examiner
C44256,D80391,15/07/2018,afternoon shift(1300-2100),coordinator
C28348,D81928,13/04/2021,night shift(2100-0500),condition monitoring
C94724,D92978,26/10/2019,afternoon shift(1300-2100),coordinator
C94075,N47009,13/06/2020,night shift(2100-0500),examiner
C95781,D50230,12/04/2020,morning shift(0500-1300),condition monitoring
C08426,D90002,31/08/2020,night shift(2100-0500),coordinator
C62299,N59864,10/02/2019,night shift(2100-0500),care taker
C34648,N44761,15/08/2018,afternoon shift(1300-2100),vaccinator
C32447,D74869,29/08/2020,night shift(2100-0500),coordinator
C43228,D72478,05/05/2021,afternoon shift(1300-2100),coordinator
C80123,D31398,08/10/2018,night shift(2100-0500),coordinator
C27022,N70071,16/04/2020,morning shift(0500-1300),tester
C17418,N45207,24/11/2020,morning shift(0500-1300),examiner
C37581,N36994,01/06/2019,night shift(2100-0500),examiner
C33733,D58613,01/06/2019,afternoon shift(1300-2100),condition monitoring
C09157,N68877,25/01/2020,morning shift(0500-1300),tester
C07739,D70469,01/06/2019,afternoon shift(1300-2100),condition monitoring
C19149,D80834,26/01/2021,afternoon shift(1300-2100),coordinator
C34341,N17956,22/04/2020,afternoon shift(1300-2100),tester
C38573,D33036,18/07/2019,afternoon shift(1300-2100),coordinator
C21883,D38109,19/08/2018,afternoon shift(1300-2100),coordinator
C80674,N64231,15/08/2018,afternoon shift(1300-2100),vaccinator
C73062,N33889,09/10/2018,night shift(2100-0500),examiner
C38789,D98964,22/07/2020,afternoon shift(1300-2100),condition monitoring
C34151,D52097,26/07/2020,morning shift(0500-1300),coordinator
C89400,N42449,22/04/2020,afternoon shift(1300-2100),vaccinator
C97873,D47186,03/11/2019,morning shift(0500-1300),condition monitoring
C55995,D53459,11/03/2020,night shift(2100-0500),condition monitoring
C16057,D87134,05/05/2020,night shift(2100-0500),coordinator
C30323,N31661,18/03/2020,afternoon shift(1300-2100),care taker
C90794,D81967,04/09/2019,morning shift(0500-1300),coordinator
C33463,N47244,10/10/2019,night shift(2100-0500),care taker
C00960,N97213,11/11/2019,morning shift(0500-1300),examiner
C65811,D63151,22/10/2020,night shift(2100-0500),condition monitoring
C96657,N73673,25/09/2019,morning shift(0500-1300),examiner
C57533,D19983,31/12/2020,night shift(2100-0500),condition monitoring
C73148,N51936,27/07/2021,afternoon shift(1300-2100),vaccinator
C77741,N37826,30/03/2021,afternoon shift(1300-2100),vaccinator
C63521,D37477,22/07/2019,night shift(2100-0500),condition monitoring
C75072,N71145,03/03/2021,afternoon shift(1300-2100),examiner
C44256,N92616,26/09/2020,afternoon shift(1300-2100),tester
C28348,D31792,02/01/2020,night shift(2100-0500),condition monitoring
C94724,D93211,30/06/2019,night shift(2100-0500),condition monitoring
C94075,D67656,19/11/2019,afternoon shift(1300-2100),condition monitoring
C95781,N92333,14/10/2019,morning shift(0500-1300),care taker
C08426,N75474,12/05/2020,night shift(2100-0500),tester
C62299,D29162,21/07/2021,morning shift(0500-1300),coordinator
C34648,D94840,12/06/2021,afternoon shift(1300-2100),condition monitoring
C32447,D39663,10/04/2020,morning shift(0500-1300),condition monitoring
C43228,D17145,06/12/2020,morning shift(0500-1300),condition monitoring
C80123,D50300,20/07/2018,afternoon shift(1300-2100),coordinator
C27022,N09398,07/01/2019,afternoon shift(1300-2100),examiner
C17418,D23275,12/10/2018,afternoon shift(1300-2100),coordinator
C37581,D90636,31/12/2020,night shift(2100-0500),coordinator
C33733,D57901,09/12/2019,night shift(2100-0500),condition monitoring
C09157,N96683,30/07/2020,night shift(2100-0500),care taker
C07739,D46718,22/10/2020,night shift(2100-0500),coordinator
C19149,N46327,09/04/2019,afternoon shift(1300-2100),care taker
C34341,N41526,10/11/2018,night shift(2100-0500),vaccinator
C38573,D34648,31/08/2020,morning shift(0500-1300),condition monitoring
C21883,N96467,17/10/2020,night shift(2100-0500),vaccinator
C80674,N85022,22/03/2020,morning shift(0500-1300),tester
C73062,D26401,13/12/2018,night shift(2100-0500),condition monitoring
C38789,D87401,25/01/2021,night shift(2100-0500),condition monitoring
C34151,D98759,19/05/2020,afternoon shift(1300-2100),condition monitoring
C89400,N12969,15/06/2018,night shift(2100-0500),examiner
C97873,N44789,08/12/2019,morning shift(0500-1300),care taker
C55995,D16272,04/05/2021,night shift(2100-0500),coordinator
C16057,N63637,04/04/2020,morning shift(0500-1300),examiner
C30323,N23478,07/12/2018,afternoon shift(1300-2100),vaccinator
C90794,N37537,22/01/2020,afternoon shift(1300-2100),tester
C33463,D93077,14/07/2018,morning shift(0500-1300),coordinator
C00960,N46344,08/07/2020,afternoon shift(1300-2100),vaccinator
C65811,D75560,24/11/2020,morning shift(0500-1300),coordinator
C96657,D30137,09/05/2021,morning shift(0500-1300),condition monitoring
C57533,D05610,26/04/2019,afternoon shift(1300-2100),coordinator
C73148,D53982,21/11/2019,afternoon shift(1300-2100),condition monitoring
C77741,D99882,12/11/2020,morning shift(0500-1300),condition monitoring
C63521,N52322,22/06/2018,afternoon shift(1300-2100),tester
C75072,N59364,04/11/2019,morning shift(0500-1300),examiner
C44256,N51723,15/02/2019,morning shift(0500-1300),care taker
C28348,D18272,24/08/2018,afternoon shift(1300-2100),condition monitoring
C94724,D09220,29/11/2018,night shift(2100-0500),coordinator
C94075,D04622,02/03/2021,morning shift(0500-1300),condition monitoring
C95781,N92771,29/01/2021,night shift(2100-0500),tester
C08426,N09679,09/06/2018,night shift(2100-0500),vaccinator
C62299,D09926,17/06/2019,night shift(2100-0500),condition monitoring
C34648,D19211,01/01/2019,afternoon shift(1300-2100),condition monitoring
C32447,D66571,23/06/2018,afternoon shift(1300-2100),condition monitoring
C43228,D97803,17/04/2019,afternoon shift(1300-2100),coordinator
C80123,N07927,21/08/2020,afternoon shift(1300-2100),examiner
C27022,N27522,14/08/2019,night shift(2100-0500),vaccinator
C17418,N07492,11/03/2021,night shift(2100-0500),vaccinator
C37581,D74793,14/05/2019,morning shift(0500-1300),coordinator
C33733,D27553,23/12/2019,night shift(2100-0500),coordinator
C09157,N56413,05/02/2020,night shift(2100-0500),care taker
C07739,D23323,09/05/2021,afternoon shift(1300-2100),condition monitoring
C19149,D09340,07/12/2019,afternoon shift(1300-2100),coordinator
C34341,D26118,11/06/2018,morning shift(0500-1300),condition monitoring
C38573,N70390,19/12/2019,afternoon shift(1300-2100),tester
C21883,N03797,08/05/2019,night shift(2100-0500),tester
C80674,D14374,29/10/2019,night shift(2100-0500),coordinator
C73062,D61498,29/07/2020,morning shift(0500-1300),coordinator
C38789,N61909,28/09/2019,afternoon shift(1300-2100),vaccinator
C34151,N86933,10/01/2019,night shift(2100-0500),care taker
C89400,D96350,30/09/2018,afternoon shift(1300-2100),condition monitoring
C97873,N72886,30/09/2018,morning shift(0500-1300),vaccinator
C55995,D85936,11/11/2018,morning shift(0500-1300),coordinator
C16057,D75216,11/03/2021,night shift(2100-0500),condition monitoring
C30323,N71505,13/11/2018,afternoon shift(1300-2100),examiner
C90794,D29532,26/01/2020,afternoon shift(1300-2100),coordinator
C33463,N94743,03/07/2021,morning shift(0500-1300),tester
C00960,N86812,03/07/2019,afternoon shift(1300-2100),care taker
C65811,N04602,21/08/2020,morning shift(0500-1300),vaccinator
C96657,D24533,28/12/2019,afternoon shift(1300-2100),coordinator
C57533,D46292,26/10/2018,night shift(2100-0500),coordinator
C73148,D03034,26/05/2019,morning shift(0500-1300),condition monitoring
C77741,D00373,01/03/2020,morning shift(0500-1300),condition monitoring
C63521,D27500,31/01/2021,morning shift(0500-1300),condition monitoring
C75072,D49549,25/10/2019,night shift(2100-0500),condition monitoring
C44256,D20110,30/12/2019,afternoon shift(1300-2100),condition monitoring
C28348,D00040,29/03/2021,morning shift(0500-1300),coordinator
C94724,D00913,14/02/2021,night shift(2100-0500),condition monitoring
C94075,D62527,06/08/2020,afternoon shift(1300-2100),coordinator
C95781,D61453,17/06/2019,night shift(2100-0500),coordinator
C08426,N27256,12/11/2019,afternoon shift(1300-2100),examiner
C62299,D03708,25/04/2020,night shift(2100-0500),condition monitoring
C34648,N95343,21/07/2018,morning shift(0500-1300),care taker
C32447,D44288,11/04/2019,night shift(2100-0500),coordinator
C43228,N73935,23/07/2020,afternoon shift(1300-2100),examiner
C80123,N39575,07/12/2019,morning shift(0500-1300),care taker
C27022,N03864,01/08/2019,night shift(2100-0500),care taker
C17418,N00200,27/05/2019,night shift(2100-0500),examiner
C37581,N71173,16/07/2020,afternoon shift(1300-2100),examiner
C33733,N89242,09/09/2018,night shift(2100-0500),examiner
C09157,D97595,06/09/2018,afternoon shift(1300-2100),condition monitoring
C07739,D53809,07/09/2020,morning shift(0500-1300),coordinator
C19149,N45694,22/08/2018,night shift(2100-0500),examiner
C34341,N26225,14/02/2021,afternoon shift(1300-2100),tester
C38573,N96874,10/03/2021,afternoon shift(1300-2100),examiner
C21883,N07627,05/08/2020,afternoon shift(1300-2100),examiner
C80674,N48370,27/05/2020,morning shift(0500-1300),vaccinator
C73062,D60688,19/11/2020,morning shift(0500-1300),condition monitoring
C38789,N29461,22/04/2019,night shift(2100-0500),examiner
C34151,D34838,18/10/2018,afternoon shift(1300-2100),coordinator
C89400,N58640,19/07/2020,afternoon shift(1300-2100),examiner
C97873,N34167,05/07/2020,night shift(2100-0500),vaccinator
C55995,D56877,31/08/2018,afternoon shift(1300-2100),coordinator
C16057,N22959,11/11/2018,night shift(2100-0500),tester
C30323,D91981,02/11/2018,afternoon shift(1300-2100),coordinator
C90794,N60239,08/07/2020,afternoon shift(1300-2100),vaccinator
C33463,N32526,10/02/2020,afternoon shift(1300-2100),care taker
C00960,D77879,28/04/2019,night shift(2100-0500),condition monitoring
C65811,D56107,21/09/2018,afternoon shift(1300-2100),condition monitoring
C96657,D25940,29/07/2018,morning shift(0500-1300),condition monitoring
C57533,N32831,25/04/2020,night shift(2100-0500),vaccinator
C73148,D71114,08/09/2019,morning shift(0500-1300),condition monitoring
C77741,N43122,02/08/2020,morning shift(0500-1300),vaccinator
C63521,D42365,23/07/2018,afternoon shift(1300-2100),condition monitoring
C75072,N65019,11/02/2019,night shift(2100-0500),tester
C44256,D56379,04/07/2020,afternoon shift(1300-2100),coordinator
C28348,N23844,19/10/2018,night shift(2100-0500),care taker
C94724,N70492,25/06/2021,afternoon shift(1300-2100),examiner
C94075,D26126,20/06/2020,night shift(2100-0500),coordinator
C95781,D23808,11/12/2020,afternoon shift(1300-2100),coordinator
C08426,D40918,05/04/2021,night shift(2100-0500),condition monitoring
C62299,N80844,31/07/2021,morning shift(0500-1300),care taker
C34648,N47916,01/08/2018,afternoon shift(1300-2100),care taker
C32447,N99515,12/03/2019,afternoon shift(1300-2100),examiner
C43228,D55723,04/09/2018,night shift(2100-0500),coordinator
C80123,N28821,23/05/2019,morning shift(0500-1300),vaccinator
C27022,D30711,08/06/2020,night shift(2100-0500),coordinator
C17418,N90831,10/10/2019,night shift(2100-0500),vaccinator
C37581,D16170,11/06/2018,morning shift(0500-1300),coordinator
C33733,D23297,27/10/2020,afternoon shift(1300-2100),condition monitoring
C09157,N34633,23/12/2019,afternoon shift(1300-2100),vaccinator
C07739,D35917,08/03/2020,night shift(2100-0500),condition monitoring
C19149,N10494,31/10/2020,night shift(2100-0500),vaccinator
C34341,D68763,06/04/2020,afternoon shift(1300-2100),condition monitoring
C38573,D76373,26/08/2019,night shift(2100-0500),coordinator
C21883,D84081,16/10/2020,night shift(2100-0500),coordinator
C80674,D34603,27/07/2020,afternoon shift(1300-2100),coordinator
C73062,D33570,11/11/2018,morning shift(0500-1300),condition monitoring
C38789,D17920,30/05/2020,morning shift(0500-1300),coordinator
C34151,D29318,09/11/2020,night shift(2100-0500),coordinator
C89400,D54866,03/07/2020,night shift(2100-0500),coordinator
C97873,N38579,30/03/2021,night shift(2100-0500),tester
C55995,D22118,19/08/2018,afternoon shift(1300-2100),coordinator
C16057,N95749,25/11/2019,night shift(2100-0500),tester
C30323,D30575,01/07/2021,morning shift(0500-1300),condition monitoring
C90794,N66891,19/05/2020,morning shift(0500-1300),examiner
C33463,D51212,17/01/2021,night shift(2100-0500),condition monitoring
C00960,D30185,20/06/2020,morning shift(0500-1300),condition monitoring
C65811,D36626,10/06/2018,morning shift(0500-1300),condition monitoring
C96657,N31365,06/10/2019,afternoon shift(1300-2100),examiner
C57533,N29532,06/09/2019,afternoon shift(1300-2100),examiner
C73148,N87173,21/07/2020,night shift(2100-0500),vaccinator
C77741,N75895,24/08/2018,morning shift(0500-1300),examiner
C63521,N25260,06/06/2019,night shift(2100-0500),vaccinator
C75072,D00686,12/12/2020,morning shift(0500-1300),condition monitoring
C44256,N46752,24/06/2021,morning shift(0500-1300),tester
C28348,N75766,16/01/2019,night shift(2100-0500),examiner
C94724,D71103,15/12/2019,afternoon shift(1300-2100),coordinator
C94075,D57574,30/03/2020,night shift(2100-0500),condition monitoring
C95781,D04471,14/02/2019,night shift(2100-0500),condition monitoring
C08426,D49153,11/12/2019,afternoon shift(1300-2100),coordinator
C62299,D94303,05/10/2020,night shift(2100-0500),coordinator
C34648,N30065,06/07/2020,afternoon shift(1300-2100),examiner
C32447,D21228,12/02/2019,afternoon shift(1300-2100),coordinator
C43228,N00804,21/01/2019,morning shift(0500-1300),care taker
C80123,D67460,05/01/2019,afternoon shift(1300-2100),condition monitoring
C27022,N41915,09/04/2020,afternoon shift(1300-2100),examiner
C17418,D43910,24/11/2020,night shift(2100-0500),coordinator
C37581,D51312,04/06/2020,afternoon shift(1300-2100),coordinator
C33733,N13106,14/08/2018,morning shift(0500-1300),examiner
C09157,D04072,22/04/2020,afternoon shift(1300-2100),coordinator
C07739,D97910,23/11/2018,morning shift(0500-1300),condition monitoring
C19149,N31136,09/08/2018,night shift(2100-0500),tester
C34341,D01344,11/06/2021,night shift(2100-0500),coordinator
C38573,D92088,18/02/2019,morning shift(0500-1300),coordinator
C21883,D31162,28/05/2021,night shift(2100-0500),coordinator
C80674,N05855,14/01/2021,night shift(2100-0500),examiner
C73062,N79857,14/08/2018,morning shift(0500-1300),tester
C38789,N91043,13/08/2019,afternoon shift(1300-2100),tester
C34151,N93958,20/10/2019,morning shift(0500-1300),vaccinator
C89400,N40792,23/06/2020,morning shift(0500-1300),examiner
C97873,N36860,07/01/2021,morning shift(0500-1300),care taker
C55995,N62395,31/05/2021,morning shift(0500-1300),tester
C16057,D34161,12/03/2020,morning shift(0500-1300),condition monitoring
C30323,D16599,14/07/2018,morning shift(0500-1300),condition monitoring
C90794,N83955,15/06/2019,morning shift(0500-1300),examiner
C33463,N42166,29/05/2021,afternoon shift(1300-2100),vaccinator
C00960,N87634,30/11/2019,night shift(2100-0500),care taker
C65811,N14585,17/01/2019,afternoon shift(1300-2100),examiner
C96657,N08946,15/08/2020,afternoon shift(1300-2100),tester
C57533,N49242,19/10/2020,afternoon shift(1300-2100),examiner
C73148,N12197,17/02/2021,afternoon shift(1300-2100),vaccinator
C77741,D74397,29/11/2019,morning shift(0500-1300),coordinator
C63521,D17729,06/03/2021,morning shift(0500-1300),coordinator
C75072,N57211,18/06/2021,morning shift(0500-1300),examiner
C44256,N74112,15/07/2020,night shift(2100-0500),vaccinator
C28348,N94945,19/12/2018,morning shift(0500-1300),care taker
C94724,D04078,02/05/2021,night shift(2100-0500),coordinator
C94075,N88717,21/01/2021,night shift(2100-0500),tester
C95781,N02179,15/07/2018,morning shift(0500-1300),vaccinator
C08426,N79976,10/07/2018,morning shift(0500-1300),care taker
C62299,D80110,25/02/2019,night shift(2100-0500),condition monitoring
C34648,D16355,22/08/2020,night shift(2100-0500),condition monitoring
C32447,N92606,16/08/2020,night shift(2100-0500),examiner
C43228,N17730,02/09/2020,morning shift(0500-1300),care taker
C80123,N78965,09/03/2021,afternoon shift(1300-2100),examiner
C27022,D03724,02/12/2019,morning shift(0500-1300),condition monitoring
C17418,N09499,21/12/2018,night shift(2100-0500),vaccinator
C37581,D13115,14/05/2021,night shift(2100-0500),condition monitoring
C33733,D50827,18/11/2020,morning shift(0500-1300),coordinator
C09157,D63281,20/02/2020,night shift(2100-0500),coordinator
C07739,D42593,09/12/2020,afternoon shift(1300-2100),coordinator
C19149,D03679,03/04/2021,morning shift(0500-1300),coordinator
C34341,N52531,24/01/2020,morning shift(0500-1300),tester
C38573,D85442,21/12/2020,afternoon shift(1300-2100),condition monitoring
C21883,N88897,04/03/2020,afternoon shift(1300-2100),examiner
C80674,D13391,27/05/2021,afternoon shift(1300-2100),coordinator
C73062,N81157,22/12/2020,morning shift(0500-1300),examiner
C38789,N28526,07/09/2020,afternoon shift(1300-2100),vaccinator
C34151,D72121,29/05/2020,morning shift(0500-1300),condition monitoring
C89400,N67329,06/03/2020,morning shift(0500-1300),vaccinator
C97873,N08799,20/05/2019,afternoon shift(1300-2100),tester
C55995,D24421,19/05/2021,afternoon shift(1300-2100),coordinator
C16057,N98881,12/10/2019,morning shift(0500-1300),tester
C30323,D12167,22/04/2021,morning shift(0500-1300),condition monitoring
C90794,N98951,24/01/2021,night shift(2100-0500),care taker
C33463,N74255,02/04/2021,night shift(2100-0500),vaccinator
C00960,N09245,12/07/2021,morning shift(0500-1300),vaccinator
C65811,D69356,01/09/2019,afternoon shift(1300-2100),condition monitoring
C96657,N93351,05/10/2019,night shift(2100-0500),tester
C57533,N29987,01/12/2019,afternoon shift(1300-2100),tester
C73148,D71684,26/06/2018,night shift(2100-0500),coordinator
C77741,N51132,13/04/2019,night shift(2100-0500),vaccinator
C63521,D91867,07/09/2018,night shift(2100-0500),condition monitoring
C75072,D99262,29/12/2019,morning shift(0500-1300),coordinator
C44256,N06214,23/02/2019,night shift(2100-0500),tester
C28348,N45437,19/10/2018,night shift(2100-0500),care taker
C94724,D23823,14/12/2020,morning shift(0500-1300),coordinator
C94075,D64564,28/11/2020,morning shift(0500-1300),coordinator
C95781,N53201,12/02/2021,afternoon shift(1300-2100),vaccinator
C08426,N60979,22/12/2020,afternoon shift(1300-2100),care taker
C62299,N40134,07/09/2018,afternoon shift(1300-2100),tester
C34648,D32269,24/07/2018,afternoon shift(1300-2100),condition monitoring
C32447,N85192,11/01/2021,afternoon shift(1300-2100),care taker
C43228,D29251,22/10/2018,morning shift(0500-1300),coordinator
C80123,N86489,20/10/2020,night shift(2100-0500),tester
C27022,N16304,04/11/2019,night shift(2100-0500),examiner
C17418,N18775,16/12/2019,night shift(2100-0500),vaccinator
C37581,D04237,11/06/2019,afternoon shift(1300-2100),coordinator
C33733,N48987,21/02/2019,morning shift(0500-1300),vaccinator
C09157,D84204,25/11/2019,night shift(2100-0500),coordinator
C07739,D14349,20/04/2019,night shift(2100-0500),coordinator
C19149,D69876,03/11/2018,afternoon shift(1300-2100),coordinator
C34341,D27192,06/06/2021,morning shift(0500-1300),condition monitoring
C38573,N37459,03/10/2020,night shift(2100-0500),tester
C21883,D39226,11/12/2018,afternoon shift(1300-2100),condition monitoring
C80674,N77198,28/06/2019,morning shift(0500-1300),examiner
C73062,N81554,17/09/2020,morning shift(0500-1300),vaccinator
C38789,N42761,21/07/2021,morning shift(0500-1300),care taker
C34151,N26310,23/08/2020,morning shift(0500-1300),examiner
C89400,D40947,03/01/2019,night shift(2100-0500),condition monitoring
C97873,N34734,03/06/2019,afternoon shift(1300-2100),tester
C55995,D35925,10/03/2019,morning shift(0500-1300),condition monitoring
C16057,D38460,01/11/2020,night shift(2100-0500),coordinator
C30323,N76763,02/09/2019,night shift(2100-0500),tester
C90794,D66772,07/12/2019,night shift(2100-0500),condition monitoring
C33463,N48723,20/09/2019,afternoon shift(1300-2100),care taker
C00960,D44071,10/09/2018,morning shift(0500-1300),condition monitoring
C65811,N94937,04/03/2021,night shift(2100-0500),tester
C96657,D38164,03/05/2020,afternoon shift(1300-2100),coordinator
C57533,N05476,29/06/2019,morning shift(0500-1300),care taker
C73148,N56687,07/09/2020,afternoon shift(1300-2100),examiner
C77741,D65529,27/06/2021,morning shift(0500-1300),coordinator
C63521,D88731,06/10/2020,afternoon shift(1300-2100),coordinator
C75072,D92642,24/07/2020,morning shift(0500-1300),condition monitoring
C44256,N60594,27/12/2020,night shift(2100-0500),care taker
C28348,N69954,24/02/2019,morning shift(0500-1300),vaccinator
C94724,D44747,11/09/2018,afternoon shift(1300-2100),condition monitoring
C94075,D30096,16/07/2019,morning shift(0500-1300),condition monitoring
C95781,N11120,26/02/2020,afternoon shift(1300-2100),vaccinator
C08426,N83559,09/04/2019,morning shift(0500-1300),examiner
C62299,D29088,06/11/2019,night shift(2100-0500),coordinator
C34648,N66535,25/01/2021,morning shift(0500-1300),examiner
C32447,N50939,06/11/2020,afternoon shift(1300-2100),care taker
C43228,N98413,20/07/2020,morning shift(0500-1300),vaccinator
C80123,N73936,11/06/2018,morning shift(0500-1300),examiner
C27022,D33966,19/08/2019,morning shift(0500-1300),condition monitoring
C17418,D25024,22/10/2020,afternoon shift(1300-2100),condition monitoring
C37581,N09343,03/09/2018,morning shift(0500-1300),care taker
C33733,N83444,13/12/2019,night shift(2100-0500),vaccinator
C09157,N81908,27/01/2019,night shift(2100-0500),examiner
C07739,N29509,18/09/2020,morning shift(0500-1300),examiner
C19149,D76840,01/06/2020,afternoon shift(1300-2100),coordinator
C34341,N30356,08/07/2018,morning shift(0500-1300),tester
C38573,N13757,13/07/2020,morning shift(0500-1300),tester
C21883,N86205,01/01/2021,morning shift(0500-1300),care taker
C80674,D32982,12/12/2018,afternoon shift(1300-2100),condition monitoring
C73062,D97373,27/07/2019,afternoon shift(1300-2100),coordinator
C38789,D21001,27/03/2020,night shift(2100-0500),coordinator
