centreID,staffID,assignmentDate,workingHour,dutyRole
C30323,N35375,19/4/2019,morning shift(0500-1300),tester
C90794,N63084,2/6/2021,morning shift(0500-1300),care taker
C33463,D77308,2/11/2019,afternoon shift(1300-2100),condition monitoring
C00960,N02015,2/8/2020,afternoon shift(1300-2100),tester
C65811,N70727,1/7/2018,morning shift(0500-1300),vaccinator
C96657,N33806,6/11/2019,morning shift(0500-1300),vaccinator
C57533,N92482,18/9/2020,night shift(2100-0500),care taker
C73148,N75378,16/8/2020,morning shift(0500-1300),care taker
C77741,D15826,20/1/2019,afternoon shift(1300-2100),coordinator
C63521,N24302,17/8/2020,night shift(2100-0500),care taker
C75072,D23922,26/12/2020,night shift(2100-0500),condition monitoring
C44256,N62995,6/4/2021,morning shift(0500-1300),examiner
C28348,N97590,28/7/2020,afternoon shift(1300-2100),care taker
C94724,N72485,18/8/2018,morning shift(0500-1300),examiner
C94075,D67907,11/7/2018,night shift(2100-0500),condition monitoring
C95781,D39554,19/5/2021,morning shift(0500-1300),condition monitoring
C08426,N29133,12/8/2020,afternoon shift(1300-2100),vaccinator
C62299,N88197,18/10/2018,morning shift(0500-1300),tester
C34648,N00279,19/2/2020,morning shift(0500-1300),tester
C32447,N36628,26/3/2020,morning shift(0500-1300),examiner
C43228,N30336,18/1/2021,morning shift(0500-1300),examiner
C80123,N67529,5/7/2018,afternoon shift(1300-2100),vaccinator
C27022,D61563,12/12/2020,afternoon shift(1300-2100),coordinator
C17418,D55176,9/6/2019,night shift(2100-0500),coordinator
C37581,N05355,12/11/2020,night shift(2100-0500),care taker
C33733,N64341,3/9/2018,night shift(2100-0500),care taker
C09157,D47762,21/9/2018,night shift(2100-0500),condition monitoring
C07739,N46038,22/6/2019,afternoon shift(1300-2100),care taker
C19149,N85290,24/10/2020,morning shift(0500-1300),tester
C34341,N70788,3/7/2018,morning shift(0500-1300),examiner
C38573,N48053,13/3/2020,night shift(2100-0500),care taker
C21883,N99246,27/9/2019,night shift(2100-0500),care taker
C80674,N59180,22/5/2019,morning shift(0500-1300),examiner
C73062,D20912,25/12/2020,afternoon shift(1300-2100),coordinator
C38789,D58872,31/5/2021,afternoon shift(1300-2100),condition monitoring
C34151,D36764,13/6/2021,morning shift(0500-1300),condition monitoring
C89400,N03299,17/5/2019,night shift(2100-0500),examiner
C97873,N99177,17/7/2021,morning shift(0500-1300),examiner
C55995,N99486,11/1/2019,night shift(2100-0500),examiner
C16057,N78715,31/1/2020,night shift(2100-0500),examiner
C30323,N39017,30/7/2019,afternoon shift(1300-2100),tester
C90794,N25749,18/6/2021,night shift(2100-0500),tester
C33463,N36956,28/1/2019,night shift(2100-0500),tester
C00960,D76444,4/2/2021,night shift(2100-0500),condition monitoring
C65811,N08720,9/3/2020,afternoon shift(1300-2100),examiner
C96657,N82138,4/7/2020,afternoon shift(1300-2100),vaccinator
C57533,N02855,25/11/2019,afternoon shift(1300-2100),vaccinator
C73148,D95670,20/2/2019,night shift(2100-0500),coordinator
C77741,N54809,13/6/2018,night shift(2100-0500),examiner
C63521,N99430,10/1/2019,afternoon shift(1300-2100),tester
C75072,N45158,25/10/2020,night shift(2100-0500),vaccinator
C44256,N29778,21/7/2019,afternoon shift(1300-2100),vaccinator
C28348,D85591,16/12/2019,night shift(2100-0500),condition monitoring
C94724,N44065,25/3/2021,night shift(2100-0500),care taker
C94075,D02287,13/9/2019,morning shift(0500-1300),condition monitoring
C95781,N71237,16/3/2019,night shift(2100-0500),examiner
C08426,N83408,14/5/2019,night shift(2100-0500),tester
C62299,D07141,10/1/2020,night shift(2100-0500),coordinator
C34648,N03876,22/4/2019,afternoon shift(1300-2100),examiner
C32447,D12458,17/9/2019,night shift(2100-0500),condition monitoring
C43228,N64304,24/7/2021,morning shift(0500-1300),examiner
C80123,N11608,26/7/2021,morning shift(0500-1300),care taker
C27022,D34257,27/9/2019,night shift(2100-0500),condition monitoring
C17418,N02924,2/8/2020,night shift(2100-0500),care taker
C37581,N12545,25/6/2018,afternoon shift(1300-2100),examiner
C33733,N16585,28/9/2020,night shift(2100-0500),examiner
C09157,N76329,4/3/2019,morning shift(0500-1300),vaccinator
C07739,N19227,16/2/2020,afternoon shift(1300-2100),tester
C19149,N01755,23/3/2020,afternoon shift(1300-2100),tester
C34341,N32071,18/6/2019,afternoon shift(1300-2100),tester
C38573,N00444,30/9/2019,night shift(2100-0500),care taker
C21883,N03727,26/10/2018,night shift(2100-0500),examiner
C80674,N10109,23/8/2020,morning shift(0500-1300),care taker
C73062,N68130,14/5/2019,afternoon shift(1300-2100),tester
C38789,D46807,3/2/2021,night shift(2100-0500),condition monitoring
C34151,N95395,23/7/2020,night shift(2100-0500),examiner
C89400,N55915,16/7/2021,afternoon shift(1300-2100),tester
C97873,N15727,19/8/2020,afternoon shift(1300-2100),vaccinator
C55995,N01336,19/9/2019,morning shift(0500-1300),care taker
C16057,D71941,16/5/2019,morning shift(0500-1300),condition monitoring
C30323,D00386,7/12/2018,afternoon shift(1300-2100),condition monitoring
C90794,N38478,5/7/2021,night shift(2100-0500),vaccinator
C33463,N91333,1/1/2019,night shift(2100-0500),vaccinator
C00960,N11907,17/2/2019,night shift(2100-0500),vaccinator
C65811,N78237,20/7/2019,night shift(2100-0500),vaccinator
C96657,N29230,8/3/2021,afternoon shift(1300-2100),vaccinator
C57533,N12050,12/9/2019,afternoon shift(1300-2100),care taker
C73148,N27409,18/9/2019,morning shift(0500-1300),care taker
C77741,N69459,27/6/2019,afternoon shift(1300-2100),vaccinator
C63521,N36573,11/12/2019,morning shift(0500-1300),examiner
C75072,N80640,2/6/2020,morning shift(0500-1300),care taker
C44256,N68566,29/3/2019,afternoon shift(1300-2100),vaccinator
C28348,N13088,29/8/2018,morning shift(0500-1300),care taker
C94724,N72157,26/9/2019,afternoon shift(1300-2100),care taker
C94075,N74679,23/1/2020,morning shift(0500-1300),vaccinator
C95781,N69530,30/10/2018,afternoon shift(1300-2100),examiner
C08426,N96916,11/1/2019,afternoon shift(1300-2100),vaccinator
C62299,D61702,7/8/2020,afternoon shift(1300-2100),condition monitoring
C34648,N48739,22/2/2020,afternoon shift(1300-2100),vaccinator
C32447,D93388,13/7/2021,morning shift(0500-1300),coordinator
C43228,D50205,19/7/2021,night shift(2100-0500),coordinator
C80123,N02635,12/1/2021,night shift(2100-0500),tester
C27022,N07473,3/12/2019,night shift(2100-0500),tester
C17418,N68889,27/5/2019,morning shift(0500-1300),tester
C37581,N81359,2/2/2019,afternoon shift(1300-2100),examiner
C33733,N33986,19/1/2020,night shift(2100-0500),care taker
C09157,N56979,11/8/2018,afternoon shift(1300-2100),vaccinator
C07739,N80701,15/2/2020,night shift(2100-0500),vaccinator
C19149,N39782,13/11/2018,night shift(2100-0500),care taker
C34341,N93379,29/9/2019,morning shift(0500-1300),care taker
C38573,N05519,17/11/2020,afternoon shift(1300-2100),examiner
C21883,N77350,17/7/2021,afternoon shift(1300-2100),tester
C80674,N89384,27/7/2019,morning shift(0500-1300),tester
C73062,N23930,1/11/2020,afternoon shift(1300-2100),tester
C38789,N30141,3/3/2021,night shift(2100-0500),tester
C34151,N11362,12/8/2019,night shift(2100-0500),care taker
C89400,N65722,1/8/2019,night shift(2100-0500),vaccinator
C97873,D72997,13/12/2020,morning shift(0500-1300),coordinator
C55995,N55869,2/8/2021,night shift(2100-0500),examiner
C16057,N30348,5/7/2018,afternoon shift(1300-2100),tester
C30323,N30998,12/1/2019,night shift(2100-0500),tester
C90794,N57036,3/11/2020,morning shift(0500-1300),tester
C33463,D78017,12/4/2020,night shift(2100-0500),condition monitoring
C00960,N10636,27/7/2018,afternoon shift(1300-2100),tester
C65811,N65698,23/6/2021,afternoon shift(1300-2100),examiner
C96657,D53050,21/5/2021,afternoon shift(1300-2100),condition monitoring
C57533,D37083,27/6/2021,morning shift(0500-1300),coordinator
C73148,N20826,22/7/2020,afternoon shift(1300-2100),care taker
C77741,N34948,17/12/2019,night shift(2100-0500),care taker
C63521,N49383,7/7/2018,afternoon shift(1300-2100),examiner
C75072,N69772,20/2/2020,night shift(2100-0500),tester
C44256,D80699,14/10/2019,afternoon shift(1300-2100),coordinator
C28348,N24387,15/9/2019,night shift(2100-0500),vaccinator
C94724,D41215,2/2/2020,morning shift(0500-1300),coordinator
C94075,N51273,8/11/2018,night shift(2100-0500),tester
C95781,D04508,7/9/2020,afternoon shift(1300-2100),coordinator
C08426,D69368,6/1/2020,morning shift(0500-1300),condition monitoring
C62299,N74301,23/6/2021,morning shift(0500-1300),vaccinator
C34648,N66509,13/7/2019,morning shift(0500-1300),vaccinator
C32447,N55176,9/9/2019,night shift(2100-0500),examiner
C43228,N51574,1/5/2021,afternoon shift(1300-2100),examiner
C80123,N12751,28/4/2019,afternoon shift(1300-2100),vaccinator
C27022,N57016,7/7/2020,night shift(2100-0500),examiner
C17418,N37812,10/7/2018,night shift(2100-0500),tester
C37581,D70210,13/7/2018,afternoon shift(1300-2100),condition monitoring
C33733,N45869,13/6/2018,afternoon shift(1300-2100),tester
C09157,N55910,5/1/2021,afternoon shift(1300-2100),tester
C07739,D46210,31/5/2020,afternoon shift(1300-2100),coordinator
C19149,N02419,7/3/2019,night shift(2100-0500),examiner
C34341,N23477,6/6/2020,night shift(2100-0500),tester
C38573,N66800,21/10/2019,morning shift(0500-1300),care taker
C21883,N17097,5/3/2021,night shift(2100-0500),tester
C80674,N65740,20/12/2019,afternoon shift(1300-2100),tester
C73062,N31542,18/2/2020,afternoon shift(1300-2100),care taker
C38789,D17399,12/5/2021,afternoon shift(1300-2100),coordinator
C34151,N51420,9/7/2019,afternoon shift(1300-2100),care taker
C89400,N94340,28/7/2020,afternoon shift(1300-2100),tester
C97873,N80076,2/12/2020,night shift(2100-0500),care taker
C55995,N98746,26/3/2019,afternoon shift(1300-2100),care taker
C16057,N50413,26/7/2019,morning shift(0500-1300),vaccinator
C30323,N61987,26/1/2021,night shift(2100-0500),care taker
C90794,N32078,7/9/2019,night shift(2100-0500),tester
C33463,N98338,22/6/2020,afternoon shift(1300-2100),examiner
C00960,N70545,11/4/2020,morning shift(0500-1300),vaccinator
C65811,N86218,24/8/2019,night shift(2100-0500),tester
C96657,N69210,7/10/2020,night shift(2100-0500),tester
C57533,N87678,25/12/2020,morning shift(0500-1300),examiner
C73148,D73297,15/10/2020,night shift(2100-0500),coordinator
C77741,N27717,18/8/2018,afternoon shift(1300-2100),examiner
C63521,N09368,25/5/2021,afternoon shift(1300-2100),care taker
C75072,N10611,9/8/2018,afternoon shift(1300-2100),tester
C44256,D48076,19/2/2020,morning shift(0500-1300),condition monitoring
C28348,N07255,24/2/2021,night shift(2100-0500),examiner
C94724,N42376,12/3/2021,morning shift(0500-1300),vaccinator
C94075,N65146,19/7/2018,night shift(2100-0500),vaccinator
C95781,N15515,11/6/2021,afternoon shift(1300-2100),tester
C08426,N73244,9/2/2019,night shift(2100-0500),vaccinator
C62299,D62925,8/11/2020,night shift(2100-0500),condition monitoring
C34648,D69121,16/10/2018,morning shift(0500-1300),condition monitoring
C32447,N04541,19/1/2021,night shift(2100-0500),care taker
C43228,N13591,5/7/2018,morning shift(0500-1300),examiner
C80123,D94792,15/5/2019,afternoon shift(1300-2100),coordinator
C27022,D95984,31/1/2020,night shift(2100-0500),coordinator
C17418,N07516,24/7/2019,morning shift(0500-1300),care taker
C37581,N30350,20/7/2021,night shift(2100-0500),vaccinator
C33733,N75310,9/10/2020,morning shift(0500-1300),vaccinator
C09157,N91090,25/5/2020,afternoon shift(1300-2100),vaccinator
C07739,N38282,31/5/2020,afternoon shift(1300-2100),vaccinator
C19149,N85993,30/6/2021,morning shift(0500-1300),examiner
C34341,N04772,25/7/2020,afternoon shift(1300-2100),care taker
C38573,N45275,24/3/2021,afternoon shift(1300-2100),care taker
C21883,N11862,3/5/2019,morning shift(0500-1300),tester
C80674,D97680,31/7/2018,morning shift(0500-1300),condition monitoring
C73062,N95133,25/3/2021,night shift(2100-0500),vaccinator
C38789,D39741,21/11/2018,afternoon shift(1300-2100),coordinator
C34151,N47206,11/8/2018,morning shift(0500-1300),examiner
C89400,N20214,24/9/2020,night shift(2100-0500),vaccinator
C97873,N81007,20/9/2018,afternoon shift(1300-2100),examiner
C55995,D44938,25/12/2018,morning shift(0500-1300),coordinator
C16057,N17360,21/4/2020,morning shift(0500-1300),care taker
C30323,N31454,25/4/2021,night shift(2100-0500),care taker
C90794,N84827,21/4/2020,afternoon shift(1300-2100),tester
C33463,N85046,16/7/2018,morning shift(0500-1300),examiner
C00960,N68124,14/10/2019,morning shift(0500-1300),tester
C65811,N87660,22/12/2019,night shift(2100-0500),vaccinator
C96657,D63945,6/5/2021,morning shift(0500-1300),coordinator
C57533,D60909,15/7/2020,morning shift(0500-1300),coordinator
C73148,N13146,20/5/2021,afternoon shift(1300-2100),care taker
C77741,D30356,18/10/2019,morning shift(0500-1300),coordinator
C63521,N91398,6/8/2020,night shift(2100-0500),vaccinator
C75072,N67828,29/3/2019,afternoon shift(1300-2100),care taker
C44256,N38700,26/10/2019,afternoon shift(1300-2100),vaccinator
C28348,N73382,7/10/2020,night shift(2100-0500),care taker
C94724,D15727,4/8/2019,night shift(2100-0500),coordinator
C94075,N12111,5/6/2020,afternoon shift(1300-2100),care taker
C95781,N17782,12/4/2020,afternoon shift(1300-2100),care taker
C08426,N61293,12/3/2019,afternoon shift(1300-2100),tester
C62299,D28164,27/5/2020,morning shift(0500-1300),condition monitoring
C34648,N79055,10/5/2019,afternoon shift(1300-2100),care taker
C32447,N80247,8/11/2018,afternoon shift(1300-2100),tester
C43228,N76562,29/6/2020,night shift(2100-0500),vaccinator
C80123,D44458,29/3/2019,morning shift(0500-1300),condition monitoring
C27022,N97305,21/5/2020,night shift(2100-0500),care taker
C17418,D92061,23/5/2021,morning shift(0500-1300),condition monitoring
C37581,D96649,6/4/2021,morning shift(0500-1300),condition monitoring
C33733,N05739,21/7/2018,morning shift(0500-1300),examiner
C09157,N15732,22/10/2018,night shift(2100-0500),care taker
C07739,N62933,30/4/2019,morning shift(0500-1300),vaccinator
C19149,N07365,19/2/2019,afternoon shift(1300-2100),care taker
C34341,N12581,12/3/2020,night shift(2100-0500),care taker
C38573,N25982,5/9/2018,afternoon shift(1300-2100),examiner
C21883,D08837,29/10/2018,night shift(2100-0500),coordinator
C80674,N12866,22/5/2020,afternoon shift(1300-2100),care taker
C73062,N34545,29/6/2018,afternoon shift(1300-2100),examiner
C38789,D14503,18/7/2020,afternoon shift(1300-2100),condition monitoring
C34151,N03873,10/7/2018,afternoon shift(1300-2100),tester
C89400,N15684,27/3/2020,afternoon shift(1300-2100),tester
C97873,N72232,25/6/2019,morning shift(0500-1300),tester
C55995,D53518,9/7/2018,morning shift(0500-1300),coordinator
C16057,D65840,25/8/2020,night shift(2100-0500),coordinator
C30323,N23381,1/11/2020,morning shift(0500-1300),tester
C90794,N39969,27/11/2018,morning shift(0500-1300),examiner
C33463,N32739,15/11/2020,afternoon shift(1300-2100),examiner
C00960,D04870,25/3/2020,morning shift(0500-1300),condition monitoring
C65811,N38718,14/7/2021,morning shift(0500-1300),vaccinator
C96657,D61865,19/6/2019,morning shift(0500-1300),condition monitoring
C57533,N62275,5/10/2019,afternoon shift(1300-2100),examiner
C73148,N63498,27/5/2021,afternoon shift(1300-2100),care taker
C77741,N43302,2/8/2019,night shift(2100-0500),care taker
C63521,N07202,29/6/2018,morning shift(0500-1300),tester
C75072,N02829,6/10/2018,night shift(2100-0500),examiner
C44256,N02122,20/1/2021,night shift(2100-0500),vaccinator
C28348,D06083,25/11/2018,morning shift(0500-1300),coordinator
C94724,N30753,28/7/2021,night shift(2100-0500),examiner
C94075,D90241,6/4/2020,morning shift(0500-1300),coordinator
C95781,D81185,29/2/2020,afternoon shift(1300-2100),condition monitoring
C08426,N70236,16/11/2020,afternoon shift(1300-2100),vaccinator
C62299,N93054,14/12/2019,night shift(2100-0500),care taker
C34648,D87551,10/8/2019,afternoon shift(1300-2100),coordinator
C32447,N67106,8/8/2019,night shift(2100-0500),examiner
C43228,N61070,9/2/2019,afternoon shift(1300-2100),vaccinator
C80123,N38525,4/11/2018,morning shift(0500-1300),examiner
C27022,N03900,22/10/2018,night shift(2100-0500),examiner
C17418,N67073,13/12/2020,afternoon shift(1300-2100),examiner
C37581,N00945,18/11/2020,morning shift(0500-1300),tester
C33733,N63805,10/7/2020,afternoon shift(1300-2100),vaccinator
C09157,N22125,5/11/2018,morning shift(0500-1300),vaccinator
C07739,N21652,1/6/2020,night shift(2100-0500),examiner
C19149,N49420,31/7/2021,afternoon shift(1300-2100),examiner
C34341,N62768,5/8/2019,afternoon shift(1300-2100),vaccinator
C38573,N19777,16/3/2019,afternoon shift(1300-2100),examiner
C21883,N82199,25/6/2020,morning shift(0500-1300),tester
C80674,D05309,6/3/2020,night shift(2100-0500),coordinator
C73062,N25382,31/12/2018,afternoon shift(1300-2100),examiner
C38789,D12704,30/1/2020,morning shift(0500-1300),coordinator
C34151,N27262,5/3/2019,night shift(2100-0500),care taker
C89400,N61282,18/8/2019,night shift(2100-0500),tester
C97873,N60427,19/5/2019,afternoon shift(1300-2100),tester
C55995,N04593,8/10/2020,night shift(2100-0500),care taker
C16057,D68515,28/8/2020,morning shift(0500-1300),condition monitoring
C30323,N24486,12/1/2021,night shift(2100-0500),tester
C90794,N48269,9/11/2018,night shift(2100-0500),examiner
C33463,N84798,15/2/2021,night shift(2100-0500),tester
C00960,N80877,10/2/2021,night shift(2100-0500),tester
C65811,D69058,19/12/2018,afternoon shift(1300-2100),coordinator
C96657,N57127,1/1/2019,afternoon shift(1300-2100),examiner
C57533,N55236,14/12/2018,morning shift(0500-1300),tester
C73148,N33489,16/8/2020,morning shift(0500-1300),tester
C77741,N66044,6/7/2019,afternoon shift(1300-2100),examiner
C63521,N56065,22/9/2020,night shift(2100-0500),care taker
C75072,D11963,7/2/2021,afternoon shift(1300-2100),coordinator
C44256,N17220,23/9/2019,afternoon shift(1300-2100),tester
C28348,D49205,26/2/2019,night shift(2100-0500),condition monitoring
C94724,N59808,9/12/2018,morning shift(0500-1300),tester
C94075,D67442,19/8/2018,afternoon shift(1300-2100),condition monitoring
C95781,N20677,14/5/2019,afternoon shift(1300-2100),care taker
C08426,N13842,23/3/2021,night shift(2100-0500),care taker
C62299,N24334,12/6/2021,morning shift(0500-1300),care taker
C34648,N00866,17/11/2020,morning shift(0500-1300),vaccinator
C32447,N71646,6/12/2020,night shift(2100-0500),vaccinator
C43228,D11959,5/6/2021,afternoon shift(1300-2100),condition monitoring
C80123,N52095,12/5/2019,night shift(2100-0500),tester
C27022,N59072,29/12/2020,night shift(2100-0500),tester
C17418,D97162,8/12/2018,night shift(2100-0500),condition monitoring
C37581,D90350,31/7/2018,morning shift(0500-1300),coordinator
C33733,N89308,14/8/2020,afternoon shift(1300-2100),tester
C09157,D61938,13/2/2019,night shift(2100-0500),condition monitoring
C07739,N54207,1/7/2018,morning shift(0500-1300),care taker
C19149,N25758,27/10/2018,afternoon shift(1300-2100),vaccinator
C34341,D40740,12/3/2020,afternoon shift(1300-2100),condition monitoring
C38573,N43912,29/3/2021,night shift(2100-0500),tester
C21883,N67433,26/8/2019,afternoon shift(1300-2100),vaccinator
C80674,D17769,27/6/2021,afternoon shift(1300-2100),condition monitoring
C73062,N86950,20/10/2019,afternoon shift(1300-2100),examiner
C38789,N40953,2/9/2018,afternoon shift(1300-2100),care taker
C34151,N15131,26/4/2021,morning shift(0500-1300),examiner
C89400,N14465,25/11/2020,afternoon shift(1300-2100),tester
C97873,N65079,27/1/2020,morning shift(0500-1300),tester
C55995,N29764,27/3/2020,morning shift(0500-1300),care taker
C16057,N02631,10/12/2019,morning shift(0500-1300),vaccinator
C30323,N14052,4/10/2020,morning shift(0500-1300),vaccinator
C90794,N23925,26/6/2021,night shift(2100-0500),care taker
C33463,D19622,2/8/2019,afternoon shift(1300-2100),coordinator
C00960,D11156,24/11/2020,night shift(2100-0500),condition monitoring
C65811,N29481,23/6/2019,afternoon shift(1300-2100),tester
C96657,D69086,4/11/2018,night shift(2100-0500),condition monitoring
C57533,N69149,7/5/2020,night shift(2100-0500),care taker
C73148,D98840,11/6/2019,night shift(2100-0500),coordinator
C77741,N91174,26/6/2021,night shift(2100-0500),care taker
C63521,N85276,19/1/2020,morning shift(0500-1300),tester
C75072,N79985,30/9/2018,morning shift(0500-1300),examiner
C44256,N67018,21/5/2020,night shift(2100-0500),tester
C28348,N49279,1/1/2020,morning shift(0500-1300),care taker
C94724,D46101,9/4/2019,afternoon shift(1300-2100),condition monitoring
C94075,N23592,6/3/2020,night shift(2100-0500),care taker
C95781,D97393,13/12/2018,afternoon shift(1300-2100),coordinator
C08426,N64457,25/6/2021,afternoon shift(1300-2100),tester
C62299,N05707,3/7/2019,afternoon shift(1300-2100),care taker
C34648,N14116,30/10/2019,afternoon shift(1300-2100),vaccinator
C32447,N86354,17/7/2018,afternoon shift(1300-2100),care taker
C43228,N84256,11/7/2020,afternoon shift(1300-2100),examiner
C80123,D10981,20/10/2019,morning shift(0500-1300),coordinator
C27022,N45547,29/7/2021,afternoon shift(1300-2100),tester
C17418,D58029,3/4/2020,night shift(2100-0500),condition monitoring
C37581,D52204,30/11/2020,night shift(2100-0500),coordinator
C33733,N28735,28/7/2018,night shift(2100-0500),examiner
C09157,N48881,12/12/2018,morning shift(0500-1300),tester
C07739,D79006,9/3/2020,afternoon shift(1300-2100),condition monitoring
C19149,N16584,17/8/2018,afternoon shift(1300-2100),care taker
C34341,N40789,15/5/2021,afternoon shift(1300-2100),tester
C38573,N93015,16/2/2019,night shift(2100-0500),care taker
C21883,N57656,29/11/2020,night shift(2100-0500),tester
C80674,N92763,12/1/2019,night shift(2100-0500),examiner
C73062,N45015,9/8/2020,night shift(2100-0500),examiner
C38789,N05854,14/3/2019,afternoon shift(1300-2100),vaccinator
C34151,N69683,21/12/2018,afternoon shift(1300-2100),tester
C89400,N54365,30/12/2020,night shift(2100-0500),examiner
C97873,N08054,2/11/2018,night shift(2100-0500),vaccinator
C55995,N52500,22/2/2020,afternoon shift(1300-2100),care taker
C16057,N92752,13/3/2019,night shift(2100-0500),examiner
C30323,D09349,14/12/2020,night shift(2100-0500),coordinator
C90794,N83295,1/9/2019,night shift(2100-0500),vaccinator
C33463,D20668,22/12/2019,night shift(2100-0500),coordinator
C00960,N59148,1/7/2019,morning shift(0500-1300),examiner
C65811,N59609,29/3/2019,afternoon shift(1300-2100),care taker
C96657,N59342,31/12/2020,afternoon shift(1300-2100),vaccinator
C57533,N17559,25/10/2018,afternoon shift(1300-2100),vaccinator
C73148,N85210,22/9/2020,night shift(2100-0500),vaccinator
C77741,N77499,28/7/2019,night shift(2100-0500),vaccinator
C63521,D08919,6/3/2019,afternoon shift(1300-2100),coordinator
C75072,N26547,8/7/2019,afternoon shift(1300-2100),examiner
C44256,D48406,20/10/2019,afternoon shift(1300-2100),condition monitoring
C28348,N98756,1/4/2021,morning shift(0500-1300),vaccinator
C94724,N99029,5/6/2020,night shift(2100-0500),tester
C94075,D20215,8/2/2021,afternoon shift(1300-2100),coordinator
C95781,D68851,19/7/2018,night shift(2100-0500),condition monitoring
C08426,N50602,19/12/2018,afternoon shift(1300-2100),vaccinator
C62299,N75071,30/12/2020,night shift(2100-0500),care taker
C34648,N24316,15/5/2020,morning shift(0500-1300),examiner
C32447,N01231,6/6/2021,night shift(2100-0500),tester
C43228,N20373,14/5/2021,night shift(2100-0500),vaccinator
C80123,D46633,9/1/2021,afternoon shift(1300-2100),condition monitoring
C27022,N72350,27/1/2021,night shift(2100-0500),tester
C17418,N98078,8/8/2018,afternoon shift(1300-2100),care taker
C37581,D96120,28/1/2020,night shift(2100-0500),coordinator
C33733,N97529,9/10/2020,afternoon shift(1300-2100),vaccinator
C09157,N87451,17/3/2021,night shift(2100-0500),vaccinator
C07739,N58884,1/11/2020,afternoon shift(1300-2100),vaccinator
C19149,D03601,20/4/2019,afternoon shift(1300-2100),condition monitoring
C34341,N74055,7/12/2018,night shift(2100-0500),vaccinator
C38573,N52136,10/6/2019,afternoon shift(1300-2100),tester
C21883,N85709,6/12/2019,night shift(2100-0500),tester
C80674,D09013,18/10/2019,morning shift(0500-1300),coordinator
C73062,N48274,23/3/2021,night shift(2100-0500),examiner
C38789,D45449,26/10/2018,morning shift(0500-1300),coordinator
C34151,N64411,14/7/2020,afternoon shift(1300-2100),vaccinator
C89400,N93900,14/3/2021,night shift(2100-0500),care taker
C97873,D40029,1/11/2020,afternoon shift(1300-2100),condition monitoring
C55995,N60488,9/10/2019,night shift(2100-0500),tester
C16057,N16592,18/5/2021,night shift(2100-0500),care taker
C30323,N33507,13/3/2019,night shift(2100-0500),care taker
C90794,D61184,18/3/2020,morning shift(0500-1300),condition monitoring
C33463,D73436,17/10/2020,afternoon shift(1300-2100),coordinator
C00960,D16184,29/6/2020,afternoon shift(1300-2100),condition monitoring
C65811,N90626,9/1/2019,night shift(2100-0500),tester
C96657,N23579,18/12/2018,night shift(2100-0500),examiner
C57533,N75115,30/3/2020,morning shift(0500-1300),care taker
C73148,D66536,23/1/2019,night shift(2100-0500),condition monitoring
C77741,N58672,5/3/2021,afternoon shift(1300-2100),vaccinator
C63521,D16884,23/10/2020,morning shift(0500-1300),coordinator
C75072,N61352,16/9/2020,night shift(2100-0500),tester
C44256,N02228,15/6/2021,morning shift(0500-1300),tester
C28348,N06434,11/5/2021,afternoon shift(1300-2100),tester
C94724,D50859,20/9/2019,night shift(2100-0500),condition monitoring
C94075,N69360,13/12/2018,morning shift(0500-1300),care taker
C95781,N75175,13/12/2019,afternoon shift(1300-2100),examiner
C08426,N28079,3/5/2021,afternoon shift(1300-2100),vaccinator
C62299,N87253,1/10/2019,night shift(2100-0500),care taker
C34648,N41911,4/1/2021,night shift(2100-0500),examiner
C32447,N08545,23/6/2018,afternoon shift(1300-2100),vaccinator
C43228,N95917,16/12/2019,afternoon shift(1300-2100),vaccinator
C80123,D88906,30/8/2020,afternoon shift(1300-2100),condition monitoring
C27022,D14362,24/2/2019,afternoon shift(1300-2100),condition monitoring
C17418,N36915,12/3/2021,night shift(2100-0500),care taker
C37581,N99609,24/6/2020,morning shift(0500-1300),care taker
C33733,D83855,5/9/2020,morning shift(0500-1300),coordinator
C09157,N41043,24/10/2018,morning shift(0500-1300),care taker
C07739,N01682,17/11/2020,morning shift(0500-1300),tester
C19149,N92085,3/10/2019,afternoon shift(1300-2100),tester
C34341,N61784,7/8/2019,afternoon shift(1300-2100),tester
C38573,N61754,20/1/2021,morning shift(0500-1300),tester
C21883,N95368,10/3/2019,night shift(2100-0500),tester
C80674,N38488,21/7/2020,afternoon shift(1300-2100),tester
C73062,N92295,15/7/2019,morning shift(0500-1300),care taker
C38789,N47188,8/4/2019,afternoon shift(1300-2100),vaccinator
C34151,N06409,27/5/2019,morning shift(0500-1300),vaccinator
C89400,N09769,20/6/2019,morning shift(0500-1300),tester
C97873,N86318,13/5/2019,afternoon shift(1300-2100),vaccinator
C55995,N54124,30/11/2020,afternoon shift(1300-2100),care taker
C16057,D79958,23/12/2019,afternoon shift(1300-2100),coordinator
C30323,N93341,9/4/2020,night shift(2100-0500),care taker
C90794,N96739,1/8/2018,afternoon shift(1300-2100),care taker
C33463,N43463,29/7/2019,afternoon shift(1300-2100),tester
C00960,N58996,21/7/2021,afternoon shift(1300-2100),vaccinator
C65811,N64705,14/1/2019,morning shift(0500-1300),vaccinator
C96657,D57244,30/11/2020,afternoon shift(1300-2100),condition monitoring
C57533,N83323,11/8/2019,afternoon shift(1300-2100),vaccinator
C73148,N04882,4/3/2019,morning shift(0500-1300),examiner
C77741,D95361,7/10/2020,night shift(2100-0500),condition monitoring
